bsim,8,90000000,78741997,0.87499,1574.08,7286.4,1.52861e+06,1.5244e+06,4718.77
metis,2,10000000,4279391,0.428038,0.5,1.05335e+06,1.11943e+06,2.17277e+06,23418.5
metis,2,20000000,8553275,0.427813,0.5,2.14912e+06,2.17036e+06,4.31948e+06,46290
metis,2,30000000,12864705,0.428907,0.5,3.14809e+06,3.36398e+06,6.51207e+06,67025
metis,2,40000000,17128000,0.428254,0.5,4.31224e+06,4.32095e+06,8.63319e+06,90853
metis,2,50000000,21406718,0.428196,0.5,5.3232e+06,5.56368e+06,1.08869e+07,111692
metis,2,60000000,25657192,0.427645,1,6.74028e+06,6.04653e+06,1.27868e+07,140203
metis,2,70000000,29752339,0.425081,0.5,8.39441e+06,6.48291e+06,1.48773e+07,173638
metis,2,80000000,34086340,0.426154,0.5,8.95348e+06,8.41815e+06,1.73716e+07,185612
metis,2,90000000,38653539,0.429522,0.5,9.4466e+06,1.00677e+07,1.95143e+07,195952
metis,4,10000000,7003355,0.700498,0.829156,561666,132857,559432,12400.6
metis,4,20000000,14036255,0.702058,0.829156,1.14418e+06,242252,1.10585e+06,24514.7
metis,4,30000000,21101367,0.703517,0.829156,1.68209e+06,371537,1.66237e+06,35672.2
metis,4,40000000,28148973,0.703812,0.433013,2.29467e+06,481349,2.20099e+06,48202.7
metis,4,50000000,35176997,0.703641,0.829156,2.88216e+06,680191,2.77068e+06,60241.4
metis,4,60000000,42245913,0.70414,0.707107,3.57064e+06,732422,3.25579e+06,74145.8
metis,4,70000000,49150120,0.702222,0.433013,4.5037e+06,1.14827e+06,3.77656e+06,92991.8
metis,4,80000000,56230164,0.703,0.829156,4.84018e+06,1.17045e+06,4.40539e+06,100042
metis,4,90000000,63524037,0.705886,0.829156,5.04789e+06,1.07328e+06,4.95682e+06,104466
metis,8,10000000,8402000,0.840394,0.695971,337385,224746,143849,7283.21
metis,8,20000000,16842466,0.842418,0.856957,679500,452628,282826,14351
metis,8,30000000,25311013,0.843866,0.695971,1.01656e+06,687623,424588,21243.4
metis,8,40000000,33769558,0.844345,0.695971,1.37028e+06,923508,559773,28464.3
metis,8,50000000,42236454,0.844851,0.695971,1.66753e+06,1.09687e+06,704464,34563.5
metis,8,60000000,50695524,0.844975,0.707107,2.09117e+06,1.40521e+06,825988,43116.2
metis,8,70000000,59080997,0.844108,0.599479,2.5273e+06,1.69518e+06,955432,51949.5
metis,8,80000000,67590189,0.845025,0.695971,2.75558e+06,1.82666e+06,1.1158e+06,56640.3
metis,8,90000000,76179736,0.846518,0.780625,3.04783e+06,2.06797e+06,1.25473e+06,62556.6
model,2,10000000,4839703,0.484082,882.5,78064.5,115828,193892,8
model,2,20000000,9731041,0.486722,1306.5,119619,187424,307042,19
model,2,30000000,14636161,0.487968,1545.5,142166,252384,394550,26
model,2,40000000,19546113,0.488714,1698.5,161748,227002,388750,27
model,2,50000000,24448075,0.489032,1988.5,185352,363410,548762,40
model,2,60000000,29386959,0.489811,2163,207983,345970,553954,21.5
model,2,70000000,34153578,0.487962,1723.5,163126,245068,408193,19
model,2,80000000,39183961,0.489885,2639.5,247336,711121,958459,40.5
model,2,90000000,44165955,0.490777,2517.5,241814,378525,620338,54
model,4,10000000,7301637,0.730333,672.937,61558.9,11274.5,66615.2,18.5607
model,4,20000000,14663436,0.733428,957.849,89622.1,11530.9,97073.3,28.3317
model,4,30000000,22051858,0.735206,1154.85,108705,25450.3,129565,24.9048
model,4,40000000,29445568,0.736231,1351.71,128726,27583.4,147071,22.383
model,4,50000000,36823977,0.736586,1513.36,144314,79133.4,192144,34.7275
model,4,60000000,44249476,0.737535,1651.62,157835,40129.4,187180,30.3727
model,4,70000000,51453729,0.735135,1666.87,161507,273118,302186,20.909
model,4,80000000,58973493,0.737298,1948.41,186943,220793,321440,51.7609
model,4,90000000,66480667,0.738741,2016.73,194618,43098.3,229351,40.727
model,8,10000000,8566644,0.856863,459.595,42358,22102.3,21194.8,10.1335
model,8,20000000,17189157,0.859759,659.086,62152.7,32291.4,31207.7,20.1106
model,8,30000000,25831986,0.861235,824.635,78746.6,39328.9,40528.7,26.5774
model,8,40000000,34482568,0.862172,945.633,90814.5,45613.1,46743.2,19.5879
model,8,50000000,43117679,0.862478,1063.9,102855,66356.4,62572.6,40.204
model,8,60000000,51801837,0.863415,1169.2,113133,54166.8,61323.4,40.7828
model,8,70000000,60330932,0.861966,1235.28,121969,231105,210385,41.0912
model,8,80000000,69044707,0.86321,1381.45,134105,145949,138631,45.5561
model,8,90000000,77798591,0.864506,1447.44,141216,72151.7,72216,35.4295
