152,214,280,372,443,550,583,706,770
146,221,309,401,507,593,692,789,855
247,306,458,604,747,881,994,1210,1309
226,370,514,658,812,938,1112,1382,1528
494,672,982,1257,1573,1804,2290,2541,2790
513,912,1328,1666,2251,2571,3124,3578,4013
374,451,638,813,1088,1258,1359,1618,1794
405,752,1050,1342,1635,1956,2331,2758,2991
